sku;keyword;sessions;users;impressions;clicks;detail;add_from_impressions;add_from_detail;avail_01;avail_02
5451;штукатурка цементная;356;243;694;0;0;0;0;;
72027;карниз потолочный;576;440;832;8;8;2;0;;
390801;знак равенства;974;625;1643;21;23;7;5;;
363;ножовка по дереву;194;156;410;0;0;0;0;;
455415;щит;806;643;1185;11;12;0;0;;
237374;фильтр;1707;1448;2356;1;1;0;0;;
378693;палета;180;153;236;0;0;0;0;;
108471;смеситель;849;750;1023;0;0;0;0;;
451043;доска террасная;418;302;643;12;14;0;2;;
10108;клей плиточный;1513;1090;2600;0;0;0;0;;
438074;котел электрический;337;221;728;6;8;0;1;;
56828;алюминий;113;107;131;0;0;0;0;;
19767;пиломатериал;154;127;203;0;0;0;0;;
238830;шланг для душа;460;308;858;4;5;0;0;;
153016;ingco;335;253;487;0;0;3;0;;
115003;мел;479;378;631;9;12;0;0;;
109239;шкурка;1925;1520;2882;24;26;8;1;;
52449;бур по бетону;152;131;204;0;0;0;0;;
6087;затирка;1763;1303;2525;26;28;1;1;;
118788;регулятор радиатора;15;3;16;2;2;0;0;;
52421;фитинг;175;159;218;0;0;0;0;;
71766;эпоксидная;178;133;247;4;4;0;0;;
480583;кондиционер;322;231;686;4;4;0;0;;
151696;ушм;280;245;400;0;0;0;0;;
137490;тротуарная;546;345;934;4;5;0;0;;
129962;tikurila;11;3;13;0;0;0;0;;
216262;стакан;120;109;140;0;0;0;0;;
245571;пвс;362;295;509;4;5;3;1;;
247001;изодом;534;390;731;6;7;0;0;;
87489;кабель 3х2,5;113;76;181;0;0;0;0;;
75743;стекловата;304;206;497;2;2;0;0;;
5577;профиль для гкл;169;124;251;1;1;2;0;;
402426;клей для плитки;93;68;123;0;0;0;0;;
133300;ящик;682;558;966;5;5;0;0;;
3786;гипс;1932;1399;2556;2;2;1;0;;
492340;генератор;433;302;884;6;3;0;0;;
489574;сварочный;226;185;357;4;5;0;0;;
470667;клей для линолеума;89;71;176;0;0;0;0;;
473481;пена;196;187;227;0;1;0;0;;
130067;светильник;675;606;817;0;0;0;0;;
482143;круг шлифовальный;187;152;274;0;0;0;0;;
454589;труба пвх;497;438;652;1;1;0;0;;
455564;трап;934;593;1481;67;62;0;0;;
77688;плиткорез;1581;1090;2512;84;89;2;1;;
38362;антисептик;2154;1532;3628;16;17;0;2;;
492311;шнурка;225;196;268;0;0;0;0;;
57048;петли;1083;820;1594;5;5;0;0;;
130194;bergauf;847;583;1171;37;40;11;4;;
151573;плитка белая;90;83;130;0;0;0;0;;
2063;дюбель;3388;2742;4471;37;38;30;29;;
127268;дверь;700;605;875;1;1;0;0;;
43452;труба ка;153;130;205;0;0;0;0;;
123736;дверь;376;338;475;0;0;0;0;;
134018;анкер;1241;1058;1650;5;6;0;0;;
10974;биты;675;490;1249;5;4;1;1;;
56663;гайка м6;121;102;210;0;0;0;0;;
237888;лейка для душа;156;112;236;2;3;0;1;;
87403;мойка кухонная;160;98;253;0;0;1;0;;
55359;газоблок;1742;1058;2913;23;25;0;14;;
167002;кафель;335;233;480;2;3;0;0;;
72641;инсталяция;601;445;1162;58;60;2;2;;
57518;метчик;444;375;567;7;8;0;0;;
74492;камера;203;147;300;36;46;2;4;;
478289;ровнитель;1215;783;2197;7;9;0;0;;
93047;порог;172;115;233;2;2;1;0;;
443445;генератор;491;342;1004;25;26;0;0;;
19671;стыкоперекрывающий;16;4;18;0;0;0;0;;
415318;труба водосточная;318;239;603;0;0;0;0;;
33109;водосток;1321;1015;2045;10;12;2;1;;
56280;смесь кладочная;664;506;1061;12;17;3;0;;
66839;лаги;210;157;314;0;0;0;0;;
452309;крепеж;151;146;168;0;0;0;0;;
466394;бассейн;183;166;224;0;0;0;0;;
40567;муфта соединительная;209;175;262;6;7;6;7;;
466809;газоблок;289;215;375;5;4;0;0;;
54266;патрон;97;91;125;0;0;0;0;;
2293;трап;904;612;1521;1;1;0;0;;
14346;коронка;513;428;731;2;2;0;0;;
41831;тройник;383;366;439;0;0;0;0;;
140135;кромка;173;143;225;0;0;0;0;;
19910;фанера фсф;232;145;316;11;15;1;2;;
45757;теплоизоляция;842;695;1187;1;1;0;0;;
433063;выключатели;173;146;246;0;0;0;0;;
1883;фанера 18;326;225;425;1;1;0;0;;
471440;светильник светодиодный;352;266;593;0;0;0;0;;
50580;планка;492;445;658;0;0;0;0;;
228925;душевые кабины;188;121;351;0;0;0;0;;
12386;кафель;558;427;837;1;1;0;0;;
7300;ступень;302;259;372;1;1;0;0;;
113543;масло льняное;119;87;187;0;0;0;0;;
38523;пиломатериал;217;165;297;1;1;0;0;;
476579;профнастил;690;470;1069;0;0;0;0;;
127376;гипсокартон кнауф;266;203;326;0;0;0;0;;
128594;переход;125;116;148;0;0;0;0;;
151678;графит;90;84;101;0;0;0;0;;
5580;оцинковка;124;102;149;0;0;1;0;;
50951;шланг заливной;157;127;212;5;6;1;0;;
132578;радиатор;162;145;219;1;1;0;0;;
229039;полки;184;155;230;0;0;0;0;;
114756;леска для триммера;93;77;113;0;0;0;0;;
53917;раствор;91;84;105;0;0;0;0;;
3999;кнауф;297;266;365;3;4;0;0;;
11030;uheynjdrf;146;125;171;17;18;5;12;;
482794;насадка;277;243;327;0;0;0;0;;
40588;опора;569;509;711;11;12;15;9;;
454890;конек;876;662;1292;0;0;0;0;;
133384;клей обойный;434;338;594;0;0;0;0;;
150984;плитка;255;205;401;4;4;0;0;;
71770;клей-пена;317;245;500;0;0;0;0;;
45215;смеситель;617;496;933;7;9;4;0;;
437550;унитаз;97;81;181;1;1;0;0;;
444926;диски;140;109;176;0;0;0;0;;
37525;газоблоки;348;194;577;6;6;0;3;;
119604;полукоммерческий линолеум;14;3;24;0;0;0;0;;
61846;пенополистирол;799;503;1271;1;1;0;2;;
69440;дюбель гвоздь;729;611;1006;0;1;0;0;;
54078;пленка;574;446;863;0;0;0;0;;
240082;душевая кабина;189;150;303;0;0;0;0;;
133025;антисептик для дерева;522;368;868;1;1;0;0;;
167158;кабель-канал;267;214;336;0;0;0;0;;
233280;саморез с прессшайбой;163;139;231;0;0;0;0;;
68782;картон;890;712;1101;0;0;0;0;;
5513;фасад;90;73;119;0;0;0;0;;
228647;дрель;170;149;249;0;0;0;0;;
52025;уголок мебельный;304;244;456;2;2;0;4;;
17167;печь;464;339;768;0;0;0;0;;
471453;светильники;201;169;296;0;0;0;0;;
148232;растворитель;825;682;1150;2;2;0;0;;
438159;клей плиточный;98;68;173;2;3;0;0;;
475523;проф;113;94;161;0;0;0;0;;
432182;дюбель;209;171;250;0;0;0;0;;
103798;стяжки;385;336;503;1;1;1;0;;
467884;проф труба;121;91;192;0;0;0;0;;
452309;пиломатериал;141;120;188;0;0;0;0;;
58001;болты;134;126;165;0;0;0;0;;
208809;насос скважинный;171;102;357;3;3;0;0;;
436502;ванна;193;158;269;1;1;0;0;;
460371;болгарка;871;649;1554;21;13;3;1;;
50834;клей пена;1166;851;1955;4;4;0;0;;
415317;пвх труба;137;125;176;0;0;0;0;;
6430;цемен;115;85;163;1;2;0;2;;
3992;известь;543;370;829;1;1;0;0;;
489290;унитаз подвесной;294;168;536;8;8;1;0;;
437574;радиаторы;194;137;296;0;0;0;0;;
18896;войлок;436;371;563;6;6;0;0;;
25313;вата;1146;776;1988;12;16;1;0;;
9807;анкер;98;92;122;0;0;0;0;;
55360;газоблоки;283;157;453;1;1;0;0;;
7807;клей церезит;272;217;457;0;0;0;0;;
382254;уголки;426;378;533;0;0;0;0;;
583;затирка ceresit;278;203;421;2;2;1;1;;
168484;бетон;570;493;678;0;0;0;0;;
87671;стеновая панель;379;279;620;2;1;0;0;;
55360;блок газобетон;90;67;147;0;0;0;0;;
87295;стеновые панели;558;388;942;1;1;0;0;;
8154;краска;67;64;70;0;0;0;0;;
147893;радиатор;159;147;203;0;0;0;0;;
79722;кранштейн;128;119;169;0;0;0;0;;
480436;гребенка;299;272;368;0;0;0;0;;
61228;электрод;12;4;12;0;0;0;0;;
5096;шпаклевка гипсовая;248;175;408;7;6;1;1;;
57546;ножовка;960;682;1666;18;19;1;0;;
41616;гофрированная труба;140;120;178;0;0;0;0;;
133298;засов;311;260;410;0;0;0;0;;
22611;стеновые панели;565;388;958;9;10;0;1;;
416517;мойки унвалник;23;3;40;0;0;0;0;;
109294;наждачная бумага;946;765;1432;8;9;5;3;;
2416;саморезы по металлу;352;296;530;6;7;0;2;;
483516;проф лист;433;339;621;0;0;0;0;;
117489;гибкая подводка;333;280;482;0;0;3;0;;
467893;усб;244;218;295;0;0;0;0;;
325319;ванна;69;57;88;0;0;0;0;;
6080;knauf;373;329;523;11;14;2;2;;
40912;тройник пп;166;149;221;0;0;0;0;;
21310;ступени;193;172;235;1;1;0;0;;
150123;паркетная доска;245;179;451;1;1;0;0;;
99814;масло по дереву;26;2;30;0;0;0;0;;
465754;дюбель;60;50;75;0;0;0;0;;
473467;краска водоэмульсионная;71;64;86;0;0;0;0;;
26845;гипсовая штукатурка;798;474;1437;0;0;1;0;;
56657;шайба;208;196;263;2;5;0;2;;
40319;подвес;1772;1368;2448;6;9;10;4;;
488391;скоба;322;292;426;0;0;0;0;;
233210;саморезы;628;549;824;0;0;1;0;;
5879;фюген;177;148;212;6;6;4;0;;
159858;валик для мастики;11;3;14;0;0;0;0;;
360623;краска по ржавчине;491;389;902;16;8;2;1;;
119736;крошка;141;125;183;0;0;0;0;;
470681;стяжка для пола;256;173;408;0;0;0;0;;
445907;арматура;533;444;713;6;7;0;0;;
408533;рейки;148;122;215;0;0;0;0;;
33;фанера 12;447;322;570;0;0;0;0;;
381787;душевая кабина;328;255;481;0;0;0;0;;
388927;коронки;136;114;179;0;0;0;0;;
61870;homakoll;289;203;413;0;0;0;0;;
56712;гвозди латунные;11;2;11;1;1;0;0;;
46925;угольник;492;410;692;0;0;0;0;;
477288;герметик силиконовый;923;670;1523;17;17;3;5;;
65697;клей эпоксидный;195;139;379;15;17;3;1;;
113957;сверло по кафелю;253;201;323;0;0;0;0;;
446886;квадрат;74;61;88;0;0;0;0;;
473442;кирпич шоколад;114;46;257;0;0;0;0;;
41145;трап;1062;726;1773;20;22;1;1;;
148928;пенофол;461;309;750;16;18;6;8;;
452420;клей монтажный;259;191;428;0;0;0;0;;
442232;хомуты;95;83;118;3;3;0;0;;
118785;бордюр;601;443;880;27;34;3;3;;
492039;зеркало;880;737;1250;1;1;0;0;;
43371;труба канал;211;185;286;0;0;0;0;;
15537;лакра эмаль белая;11;2;11;0;0;0;0;;
11123;пенопласт для пола;11;2;15;0;0;0;0;;
115608;решетка;252;214;285;4;4;0;0;;
447611;пила дисковая;204;163;382;12;13;1;0;;
108518;базальтовая вата;355;239;615;2;2;0;0;;
460202;кран шаровый 3/4;151;130;224;0;0;0;0;;
43553;пвх труба;91;82;115;0;0;0;0;;
36550;пеноблок;315;192;504;2;2;0;0;;
424029;мдф;76;66;97;1;1;0;0;;
454790;клипсы;242;210;316;1;1;0;0;;
148938;пенофол;599;389;968;10;10;0;1;;
417740;мешки для пыле;12;3;13;0;0;0;0;;
247000;утеплитель для труб;566;438;848;1;1;0;0;;
456472;евроконус;261;198;409;0;0;0;0;;
431504;желоб;494;371;743;1;1;5;2;;
159869;ролик;641;543;924;1;1;0;0;;
8032;дюбель гвоздь;858;706;1186;2;2;0;0;;
43122;труба пластиковая;135;119;172;3;3;0;0;;
74326;саморез;152;142;215;0;0;3;0;;
111740;краска интерьерная;214;151;388;2;2;0;0;;
417559;ковролин;925;725;1452;0;0;0;0;;
237739;затирка;557;433;801;7;8;0;0;;
53724;кирпич;353;289;482;0;0;0;0;;
115141;морилка;619;503;962;2;2;0;0;;
6799;момент монтаж;115;86;166;6;6;0;1;;
18357;фракция;11;3;20;0;0;0;0;;
25678;j профиль;280;218;444;18;22;4;3;;
57762;отвертка;963;705;1615;8;8;0;0;;
443436;сварочный аппарат;542;372;886;2;2;0;0;;
477259;пена монтаж;180;144;281;0;0;0;0;;
7281;дюбель рамный;197;163;278;6;7;1;4;;
493154;бензопила;659;489;1046;3;4;0;0;;
7406;кирпич силикатный;110;81;156;0;0;0;0;;
132768;эмаль акриловая;226;192;316;1;1;0;0;;
369189;колено;152;134;204;0;0;0;0;;
12408;аквапанель;794;511;1159;89;93;11;7;;
87296;панель пластиковая;263;160;376;2;2;0;0;;
398995;смесь;85;65;102;0;0;0;0;;
51300;труба пнд 32;170;128;285;8;12;4;1;;
177548;клей обойный;482;405;690;0;0;0;0;;
99602;холодная сварка;734;554;1193;38;45;0;2;;
81263;штукатурка для машинного нанесения;12;2;11;1;1;0;0;;
38042;кладочная;157;130;221;0;0;0;0;;
35678;ceresit клей;159;125;235;16;19;2;0;;
128884;гидроаккумулятор;507;351;1037;5;5;0;0;;
74789;рубироид;374;261;632;1;1;0;0;;
7027;стеклоткань;401;327;525;0;0;0;0;;
103333;момент;317;247;513;0;0;0;0;;
64443;прокат;444;393;517;0;0;0;0;;
130083;софиты;278;186;505;0;0;0;0;;
364890;грибы;124;107;163;0;0;0;0;;
26845;грунтовка;161;160;160;0;1;0;0;;
75828;плитка облицовачная;20;3;27;0;0;0;0;;
9350;пгп;695;491;1045;24;22;9;3;;
38309;лиственница;525;345;831;4;5;1;10;;
166759;грунтовка по дереву;179;157;246;4;4;1;1;;
196024;пеноплэкс;76;65;112;3;3;0;0;;
479793;накопительный нагреватель;16;3;48;0;0;0;0;;
61839;paleta;266;210;360;6;7;0;2;;
70273;линолеум grand;16;2;16;0;0;0;0;;
16766;резина;385;345;525;0;0;0;0;;
59564;бетон;548;481;669;0;0;0;0;;
109240;наждачная бумага;944;766;1437;5;7;2;0;;
62395;пена питер;17;4;17;0;0;0;0;;
40319;подвесы;222;166;306;0;0;2;0;;
4981;тратуарная плитка;447;259;813;11;13;0;3;;
6896;брус 50;571;446;802;8;9;13;0;;
20116;войлок;434;371;563;0;0;0;0;;
244481;ершик;126;96;253;0;0;0;0;;
464005;металлопрокат;137;115;189;1;1;0;0;;
150148;паркетная доска;254;176;422;0;0;0;0;;
119520;стекловолокно;109;99;131;0;0;0;0;;
465618;настенная плитка для ванной комнаты;17;2;17;1;1;0;0;;
24169;брус 50х50;390;258;528;17;20;8;10;;
480645;кондиционер;322;231;651;7;7;0;0;;
418530;ленолюм;15;3;20;0;0;0;0;;
71103;полнотелый кирпич;11;4;16;0;0;0;0;;
233294;саморе;179;159;261;1;1;0;0;;
141501;деке;103;96;119;0;0;0;0;;
83538;утеплитель мин;11;2;13;0;0;0;0;;
3039;шпаклёвка для швов;11;4;38;0;1;0;0;;
150493;аэрозоль;240;211;342;0;0;1;0;;
56195;полипропилен труба;19;2;21;0;0;0;0;;
2061;rbhgbx;139;109;217;6;9;0;3;;
494269;свп;681;442;1110;28;31;3;3;;
65201;пенополи;257;205;440;4;6;3;0;;
135733;кароед;287;214;469;11;12;0;0;;
13570;лючок;972;692;1492;21;26;6;1;;
436518;ванна;193;158;268;0;0;0;0;;
4104;профиль;93;93;95;0;0;0;0;;
12980;трос для насоса;11;4;12;0;0;0;0;;
27624;мешок для мусора;199;180;265;0;0;0;0;;
56829;трос для насоса;11;4;12;0;0;0;0;;
5445;штукатурная смесь;188;158;270;13;16;1;5;;
149081;колеровка;216;188;263;0;0;0;0;;
51890;муфта 110;178;127;220;0;0;0;0;;
326463;стекловолокно;188;170;231;1;1;0;0;;
400;сайдинг пвх;90;71;227;0;0;0;0;;
101013;профиль палетта;17;4;18;0;0;0;0;;
465591;настенная плитка для ванной комнаты;16;2;17;0;0;0;0;;
151675;щетк;33;4;54;0;0;0;0;;
100356;доска шлифованная;14;3;17;0;0;0;0;;
490415;катушка для лески;14;2;16;0;0;0;0;;
54621;подложка 1,5;12;2;7;2;4;0;0;;
217628;доска шлифованная;14;3;17;0;0;0;0;;
17342;резина;425;381;579;2;2;0;0;;
233289;кровельные саморезы;239;186;349;1;1;0;0;;
491209;блок;417;286;583;0;0;0;0;;
475642;труба вгп;506;397;659;36;34;0;0;;
442753;дрель;424;335;743;1;1;0;0;;
45117;погружной насос;114;92;261;0;0;0;0;;
320692;смеситель;2000;1610;2924;20;20;3;1;;
438467;выключатель;1160;955;1633;3;3;1;0;;
111639;ванна;2584;1797;4224;19;18;0;1;;
360621;эмаль по ржавчине;240;183;382;1;1;0;0;;
159905;пена;401;376;503;0;0;0;0;;
1743;клей для блоков;865;607;1369;5;6;2;0;;
14836;лак по дереву;67;50;102;0;0;0;0;;
318762;ламинат;180;165;255;2;2;0;0;;
123979;двери;128;121;158;0;0;0;0;;
28049;клей;2322;1934;3294;7;7;7;8;;
455669;ванная;265;210;415;2;2;0;0;;
325255;раковина;422;347;564;1;1;0;0;;
477313;линолеум;2560;2153;3435;0;0;0;0;;
56668;шайба м8;154;116;250;0;0;0;0;;
113946;коронка;2329;1804;3590;16;23;1;5;;
488733;радиатор;493;425;696;2;2;0;0;;
390825;ветрозащита;757;524;1349;2;2;1;0;;
53569;базальтовая вата;351;234;610;2;2;0;0;;
468506;замок;2670;2189;3696;4;4;0;1;;
112498;плинтус;8390;6387;12493;105;115;36;10;;
240080;душевая кабина;326;258;526;0;0;0;0;;
462131;ламинат;906;720;1446;1;1;0;0;;
447679;брус;3712;2694;5004;61;71;23;18;;
65859;дверь;424;386;504;0;0;0;0;;
125329;цемент;8200;5558;11885;1;1;0;0;;
25684;профиль пвх;409;310;606;0;0;1;0;;
11092;ключ;912;771;1196;3;3;0;0;;
44295;муфта;1307;1166;1645;1;1;0;0;;
469748;болт анкерный;281;233;413;1;1;0;0;;
26845;ротбанд;4564;3223;5976;83;82;47;10;;
43367;труба;5456;4704;6738;4;4;4;0;;
129961;tikkurila;166;127;240;1;1;3;0;;
55829;монтажный клин;13;3;9;3;3;0;2;;
88661;порожек;420;330;750;8;9;0;1;;
55654;металл;112;109;131;0;0;0;0;;
14476;гвл;455;333;632;12;12;0;2;;
59108;антисептик;453;389;646;0;0;1;0;;
469746;анкер;1660;1417;2219;3;4;0;3;;
233583;эмаль;495;437;675;2;2;0;0;;
53688;клей для линолеума;406;298;729;0;0;0;0;;
232276;теплый пол;214;204;272;0;0;0;0;;
187152;сетка кладочная;5714;3822;8731;15;15;1;0;;
468389;защелка;247;216;377;4;4;0;0;;
247297;инсталляция;479;325;867;0;0;0;0;;
198938;унитаз;220;184;303;0;0;0;0;;
477001;набор ключей;126;102;182;16;17;0;1;;
8909;краска;832;741;1148;4;4;0;0;;
36586;лист;150;144;162;0;0;0;0;;
433293;профиль;217;169;273;1;1;0;0;;
213359;замки;275;236;419;3;2;0;0;;
454154;труба водосточная;322;242;608;2;3;0;0;;
350246;смеситель для раковины;65;59;82;0;0;0;0;;
471016;раковина;169;147;255;1;1;1;0;;
86937;neomid;151;119;232;9;8;1;0;;
78681;пистолет;484;422;674;4;6;0;1;;
306051;смеситель для раковины;95;69;147;0;0;0;0;;
127361;плитка пвх;179;145;246;0;0;0;0;;
478124;прокат инструмента;162;144;195;0;0;0;0;;
113524;клей;3272;2704;4752;8;8;1;2;;
148237;краска для дерева;84;60;108;0;0;0;0;;
113907;круг;196;183;223;0;0;0;0;;
36527;фанера;6498;4305;9346;29;31;1;0;;
172401;наконечник;254;229;330;0;0;0;0;;
64757;раковина;352;323;447;0;0;0;0;;
488422;электрод;187;154;266;2;1;0;0;;
31361;профиль;67;64;70;0;0;0;0;;
465618;плитка;1412;1132;2258;2;1;0;0;;
87679;мдф;2076;1620;2850;2;2;2;0;;
433077;розетка;1059;951;1436;0;0;1;0;;
111743;гипсокартон;70;62;79;0;0;0;0;;
494374;набор инструментов;775;494;1992;26;27;2;0;;
67917;теплоизоляция;2543;2049;3548;8;6;4;0;;
228680;дымоход;834;650;1232;0;0;0;0;;
351569;ламинат;212;190;281;1;1;0;0;;
25567;утеп;219;180;400;3;3;0;2;;
144386;дюпель;246;222;328;4;3;0;0;;
273471;мойка кухонная;213;131;336;9;8;0;0;;
146537;двери;2374;1920;3408;5;5;1;0;;
75156;отвод;264;243;324;1;1;0;0;;
470676;клей плиточный;745;516;1171;0;0;0;0;;
111745;краска;1555;1332;2211;1;1;2;2;;
62709;грунтовка ceresit;325;275;408;0;0;1;0;;
409486;доска обрезная;486;344;821;0;0;0;0;;
407016;линолеум;358;269;577;1;1;0;0;;
470648;линолеум;475;431;584;0;0;0;0;;
80477;дымоход;349;270;531;1;1;0;0;;
139154;триммер;743;534;1130;2;3;0;0;;
471439;светильник;2524;1947;3698;11;10;0;0;;
3920;tikkurila;452;363;668;3;4;0;1;;
1604;лакра;109;102;127;0;0;0;0;;
238823;кронштейн;509;477;567;0;0;0;0;;
6902;ёмкость;113;92;150;10;13;5;0;;
29524;пластик;237;222;268;0;0;0;0;;
227536;уровень;3054;2138;5453;29;33;7;1;;
174657;лестницы;182;143;270;0;0;0;0;;
60640;фундамент;114;93;160;0;0;0;0;;
16610;метла;815;607;1167;3;4;5;0;;
484236;краска;490;435;728;0;0;0;0;;
58500;саморез;87;81;99;0;0;0;0;;
1668;смесь кладочная;231;155;352;0;0;0;0;;
153821;грунт эмаль;711;565;1017;1;1;1;0;;
68641;унитаз;296;264;429;0;0;0;0;;
113951;сверло по бетону;379;307;569;0;0;0;0;;
436310;керамическая плитка;608;447;1052;4;3;0;0;;
115013;ключ;584;504;752;1;2;0;0;;
115072;ламинат;7754;5458;13178;17;18;0;0;;
56577;сифон;1674;1252;2709;9;9;0;0;;
146185;дверь;256;234;285;0;0;0;0;;
74789;кров;11;4;19;0;0;0;0;;
152767;отвод;130;124;142;0;0;0;0;;
469458;герметик по дереву;204;137;361;6;6;0;0;;
473241;клей плиточный;2720;1888;4388;3;3;0;0;;
231244;ввг;973;720;1550;6;5;5;2;;
42111;электрокотел;385;243;733;2;2;0;0;;
464380;перчатки;4500;3184;6757;13;12;3;0;;
7522;уголок s;208;172;264;4;5;0;1;;
214568;шпатлевка;357;315;497;0;0;0;0;;
60260;котел;701;545;1031;1;1;0;0;;
65576;soudal;184;148;232;15;16;1;0;;
44198;полипропилен;99;93;117;0;0;0;0;;
113126;bosch;338;283;486;0;0;0;0;;
365002;унитаз;388;300;644;1;1;0;0;;
8637;валик;150;129;226;1;1;0;0;;
273669;лак;339;292;441;0;0;0;0;;
56697;гвозди;2895;2330;3965;5;5;1;1;;
129810;колесо;434;370;588;0;0;0;0;;
39262;стяжка;674;576;947;0;0;0;0;;
133384;обои;9585;7010;15141;18;18;0;0;;
473454;neomid;558;498;762;0;0;0;0;;
129809;ламинат;3780;2690;6197;13;12;0;0;;
478572;краска аэрозольная;334;256;504;2;3;0;1;;
451970;вата;289;209;530;0;0;0;0;;
70212;ламинат;287;255;445;1;2;0;0;;
31064;профиль;699;624;814;1;1;0;0;;
11980;брус 50;567;446;796;4;5;4;0;;
427106;бойлер;160;136;250;3;3;0;0;;
40589;хомут;470;425;549;0;0;6;0;;
473214;неомид;136;108;250;2;2;0;0;;
132743;фитинг;199;183;239;0;0;0;0;;
125948;порожек;115;108;178;0;0;0;0;;
233171;саморезы;830;719;1141;8;11;7;4;;
424029;панели;99;65;156;2;3;0;0;;
210975;пиломатериалы;146;119;222;2;3;0;0;;
402684;пеллеты;233;137;344;0;0;0;0;;
108208;плитка;1693;1343;2702;2;3;0;0;;
78177;краска белая для обоев;25;3;27;0;0;0;0;;
132735;муфта пп;290;244;417;1;2;0;0;;
8158;osb;6190;3927;8466;1;1;0;0;;
22827;стеклоткань;369;305;479;0;0;0;0;;
8150;осп;2637;1476;3605;1;1;0;0;;
48863;knauf;535;436;689;1;1;6;0;;
67094;саморезы по дереву;58;49;73;0;0;0;0;;
465866;насосная станция;829;476;1890;42;44;0;2;;
40632;муфта;277;265;340;2;2;2;0;;
154988;кран шаровой;55;46;84;0;0;0;0;;
186452;плитка керамогранит;301;233;471;2;3;0;0;;
135779;шуруповерт;1089;763;1938;0;0;0;0;;
43554;канализационная труба;416;315;577;7;9;16;0;;
135173;ламинат;792;632;1168;0;0;0;0;;
54032;поликорбанат;355;292;451;0;0;0;0;;
465617;плитка для ванной;312;192;515;2;2;0;0;;
137549;пескабетон;12;4;15;0;0;0;0;;
6408;плиточный клей;1158;734;2134;10;11;1;0;;
7024;вентиляция;2474;1762;3651;22;26;16;8;;
76853;эмаль для пола;252;197;425;2;2;0;0;;
457732;сверло;1155;1008;1566;13;14;1;0;;
40711;угольник;544;474;718;1;1;0;0;;
44408;унитаз;5369;3863;9377;415;445;31;40;;
128585;quickdeck;207;133;314;18;21;3;2;;
128342;краска по металлу;533;432;790;7;8;1;2;;
109454;кирпич;174;162;237;0;0;0;0;;
57733;сиз;213;168;302;2;2;0;0;;
56385;ручка;1144;990;1475;7;7;1;0;;
466602;кран 3/4;197;152;251;17;20;4;0;;
75485;подоконник;3579;2572;5034;62;65;38;17;;
39146;клей пена;2107;1468;3400;65;61;10;6;;
68794;гипсокартон;12578;8385;17719;243;264;204;1;;
161377;ламинат;998;929;1100;0;0;0;0;;
113890;диск отрезной;427;379;657;2;2;14;3;;
45251;муфта соединительная;157;133;188;1;1;0;0;;
5576;профиль;8339;6496;11721;62;67;126;49;;
139154;тример;348;281;577;0;0;0;0;;
54335;ленолеум;233;190;389;0;0;0;0;;
23418;огнебио;149;114;316;0;0;0;0;;
443536;нить;486;393;664;1;1;0;0;;
151674;щетка;508;433;601;2;1;0;0;;
448619;сайдинг пвх;176;125;321;0;0;0;0;;
17113;церезит;1009;813;1328;0;0;0;0;;
273480;мойка кухонная;92;59;168;2;2;0;0;;
130215;наличник;1181;888;1820;0;0;2;0;;
233187;саморезы;772;684;1012;2;2;1;0;;
233286;саморез кровельный;1487;1151;2134;5;7;1;2;;
470674;теплый пол;1290;1046;1965;2;2;0;1;;
124214;обои под покраску;1117;697;2345;0;0;0;0;;
214517;колеровка;220;192;266;0;0;0;0;;
362193;подложка;533;390;746;1;1;0;0;;
229056;полка;594;532;680;1;2;1;0;;
127618;жалюзи;663;554;885;1;1;0;0;;
23713;затирка;2002;1508;3242;5;7;0;0;;
54250;гидроизоляция;2440;1792;4006;21;23;2;3;;
7807;штукатурка цементная;1679;1121;3184;0;0;0;0;;
2838;лист плоский;422;290;628;0;0;0;0;;
441097;водонагреватель;1770;1242;3384;14;14;1;0;;
476261;унитаз;1762;1381;2841;6;8;3;1;;
468646;держатель;346;321;412;0;0;0;0;;
43371;труба пп;357;298;455;0;0;0;0;;
253139;унитаз;89;80;98;0;0;0;0;;
8032;дюпель;226;184;348;0;0;0;0;;
44353;труба пвх;302;272;375;0;0;0;0;;
58363;саморезы;99;92;115;0;0;0;0;;
11796;клей для плитки;6075;4150;10167;143;145;25;37;;
38296;прокат инструмента;253;226;309;0;0;0;0;;
40107;блоки;696;467;1190;2;3;0;0;;
7339;плинтус потолочный;2332;1452;4340;70;72;16;21;;
433164;профиль;55;48;65;0;0;0;0;;
130473;дверь;131;125;165;0;0;1;0;;
71909;плитка;3335;2691;4493;18;16;1;2;;
1927;клей плиточный;1932;1348;3081;12;16;6;1;;
57051;ручка;1182;1022;1540;3;3;1;0;;
46923;муфта переходная;156;140;187;0;0;0;0;;
471136;вилка;84;73;139;1;2;0;0;;
119653;линолеум;64;60;76;0;0;0;0;;
38179;квадрат;304;235;353;0;0;0;0;;
12643;штукатурка короед;146;108;250;7;6;0;0;;
57523;трещетка;205;183;253;0;0;0;0;;
365222;коробка;108;105;123;0;0;0;0;;
443451;счетчик;113;93;149;0;0;0;0;;
471470;провод;74;66;89;0;0;0;0;;
67012;котел газовый;294;213;527;3;1;0;0;;
38178;теплоизоляция;243;216;338;0;0;0;0;;
20384;профиль стыкоперекрывающий;171;135;274;6;6;0;0;;
62707;картон;765;625;953;0;0;0;0;;
114538;зубило;628;468;1004;56;58;7;5;;
369957;пф-115;407;347;629;6;9;0;1;;
